Vardas              Pavarde             Galutinis      
Vardas24598         Pavarde24598        4.31
Vardas24601         Pavarde24601        3.00
Vardas24605         Pavarde24605        3.77
Vardas24606         Pavarde24606        4.21
Vardas24609         Pavarde24609        4.47
Vardas24610         Pavarde24610        3.55
Vardas24617         Pavarde24617        3.23
Vardas24619         Pavarde24619        3.79
Vardas24620         Pavarde24620        4.67
Vardas24622         Pavarde24622        3.49
Vardas24624         Pavarde24624        4.16
Vardas24626         Pavarde24626        4.56
Vardas24630         Pavarde24630        3.01
Vardas24648         Pavarde24648        2.76
Vardas24652         Pavarde24652        3.24
Vardas24654         Pavarde24654        3.93
Vardas24657         Pavarde24657        4.53
Vardas24663         Pavarde24663        3.99
Vardas24669         Pavarde24669        2.25
Vardas24674         Pavarde24674        4.40
Vardas24680         Pavarde24680        2.68
Vardas24683         Pavarde24683        4.45
Vardas24687         Pavarde24687        3.23
Vardas24688         Pavarde24688        3.03
Vardas24693         Pavarde24693        3.19
Vardas24694         Pavarde24694        2.83
Vardas24695         Pavarde24695        3.09
Vardas24697         Pavarde24697        4.48
Vardas24698         Pavarde24698        2.76
Vardas24700         Pavarde24700        3.68
Vardas24701         Pavarde24701        4.37
Vardas24702         Pavarde24702        3.91
Vardas24708         Pavarde24708        3.41
Vardas24711         Pavarde24711        3.85
Vardas24712         Pavarde24712        4.43
Vardas24715         Pavarde24715        4.28
Vardas24716         Pavarde24716        2.65
Vardas24717         Pavarde24717        4.91
Vardas24718         Pavarde24718        4.29
Vardas24721         Pavarde24721        3.68
Vardas24722         Pavarde24722        4.52
Vardas24723         Pavarde24723        3.44
Vardas24734         Pavarde24734        4.59
Vardas24735         Pavarde24735        2.76
Vardas24736         Pavarde24736        3.03
Vardas24738         Pavarde24738        2.95
Vardas24739         Pavarde24739        4.61
Vardas24740         Pavarde24740        2.87
Vardas24742         Pavarde24742        3.56
Vardas24744         Pavarde24744        4.29
Vardas24746         Pavarde24746        3.11
Vardas24751         Pavarde24751        2.79
Vardas24753         Pavarde24753        4.43
Vardas24754         Pavarde24754        4.61
Vardas24755         Pavarde24755        3.53
Vardas24756         Pavarde24756        4.64
Vardas24758         Pavarde24758        3.87
Vardas24759         Pavarde24759        4.21
Vardas24760         Pavarde24760        3.08
Vardas24761         Pavarde24761        3.00
Vardas24765         Pavarde24765        4.96
Vardas24772         Pavarde24772        4.43
Vardas24773         Pavarde24773        4.53
Vardas24776         Pavarde24776        3.20
Vardas24779         Pavarde24779        4.72
Vardas24780         Pavarde24780        4.73
Vardas24781         Pavarde24781        3.65
Vardas24784         Pavarde24784        3.67
Vardas24786         Pavarde24786        3.19
Vardas24787         Pavarde24787        3.81
Vardas24788         Pavarde24788        2.88
Vardas24791         Pavarde24791        4.83
Vardas24795         Pavarde24795        3.55
Vardas24799         Pavarde24799        4.41
Vardas24802         Pavarde24802        4.95
Vardas24805         Pavarde24805        4.61
Vardas24806         Pavarde24806        4.27
Vardas24807         Pavarde24807        3.87
Vardas24810         Pavarde24810        2.60
Vardas24812         Pavarde24812        3.97
Vardas24814         Pavarde24814        3.55
Vardas24819         Pavarde24819        4.88
Vardas24820         Pavarde24820        3.03
Vardas24821         Pavarde24821        4.11
Vardas24825         Pavarde24825        4.56
Vardas24826         Pavarde24826        2.71
Vardas24827         Pavarde24827        2.49
Vardas24829         Pavarde24829        4.89
Vardas24831         Pavarde24831        3.83
Vardas24833         Pavarde24833        4.35
Vardas24834         Pavarde24834        2.81
Vardas24836         Pavarde24836        4.23
Vardas24837         Pavarde24837        4.40
Vardas24839         Pavarde24839        4.49
Vardas24840         Pavarde24840        3.68
Vardas24841         Pavarde24841        4.97
Vardas24843         Pavarde24843        3.77
Vardas24846         Pavarde24846        3.15
Vardas24848         Pavarde24848        2.99
Vardas24850         Pavarde24850        2.68
Vardas24852         Pavarde24852        2.44
Vardas24854         Pavarde24854        2.89
Vardas24855         Pavarde24855        3.20
Vardas24858         Pavarde24858        4.95
Vardas24866         Pavarde24866        3.99
Vardas24877         Pavarde24877        4.35
Vardas24887         Pavarde24887        4.19
Vardas24888         Pavarde24888        4.20
Vardas24891         Pavarde24891        3.57
Vardas24895         Pavarde24895        3.88
Vardas24896         Pavarde24896        3.09
Vardas24897         Pavarde24897        3.85
Vardas24902         Pavarde24902        4.83
Vardas24904         Pavarde24904        2.73
Vardas24905         Pavarde24905        4.43
Vardas24906         Pavarde24906        3.59
Vardas24909         Pavarde24909        2.63
Vardas24910         Pavarde24910        4.60
Vardas24912         Pavarde24912        4.72
Vardas24913         Pavarde24913        4.59
Vardas24914         Pavarde24914        2.81
Vardas24915         Pavarde24915        4.67
Vardas24918         Pavarde24918        2.55
Vardas24921         Pavarde24921        3.03
Vardas24922         Pavarde24922        2.87
Vardas24923         Pavarde24923        4.24
Vardas24924         Pavarde24924        3.49
Vardas24925         Pavarde24925        2.28
Vardas24929         Pavarde24929        4.67
Vardas24931         Pavarde24931        3.33
Vardas24934         Pavarde24934        2.73
Vardas24936         Pavarde24936        2.92
Vardas24937         Pavarde24937        4.03
Vardas24938         Pavarde24938        2.39
Vardas24940         Pavarde24940        2.55
Vardas24941         Pavarde24941        3.19
Vardas24944         Pavarde24944        4.69
Vardas24952         Pavarde24952        2.95
Vardas24953         Pavarde24953        3.77
Vardas24955         Pavarde24955        4.77
Vardas24956         Pavarde24956        4.37
Vardas24959         Pavarde24959        4.08
Vardas24965         Pavarde24965        4.60
Vardas24966         Pavarde24966        2.17
Vardas24968         Pavarde24968        3.12
Vardas24973         Pavarde24973        3.97
Vardas24976         Pavarde24976        3.83
Vardas24977         Pavarde24977        2.68
Vardas24979         Pavarde24979        3.15
Vardas24986         Pavarde24986        4.40
Vardas24988         Pavarde24988        4.64
Vardas24989         Pavarde24989        4.40
Vardas24990         Pavarde24990        4.31
Vardas24991         Pavarde24991        2.76
Vardas24992         Pavarde24992        4.33
Vardas24994         Pavarde24994        2.60
Vardas24995         Pavarde24995        4.01
Vardas24997         Pavarde24997        4.32
Vardas24998         Pavarde24998        4.44
Vardas24999         Pavarde24999        4.48
Vardas25001         Pavarde25001        3.19
Vardas25004         Pavarde25004        2.68
Vardas25006         Pavarde25006        4.08
Vardas25007         Pavarde25007        3.49
Vardas25009         Pavarde25009        3.89
Vardas25010         Pavarde25010        4.29
Vardas25011         Pavarde25011        4.72
Vardas25016         Pavarde25016        4.23
Vardas25018         Pavarde25018        3.57
Vardas25019         Pavarde25019        3.53
Vardas25022         Pavarde25022        2.92
Vardas25024         Pavarde25024        3.95
Vardas25025         Pavarde25025        3.13
Vardas25026         Pavarde25026        4.17
Vardas25034         Pavarde25034        3.68
Vardas25037         Pavarde25037        3.79
Vardas25038         Pavarde25038        3.08
Vardas25041         Pavarde25041        2.89
Vardas25044         Pavarde25044        2.95
Vardas25046         Pavarde25046        4.61
Vardas25049         Pavarde25049        3.55
Vardas25057         Pavarde25057        3.05
Vardas25058         Pavarde25058        3.48
Vardas25064         Pavarde25064        2.89
Vardas25065         Pavarde25065        4.20
Vardas25067         Pavarde25067        4.39
Vardas25068         Pavarde25068        4.07
Vardas25074         Pavarde25074        4.01
Vardas25075         Pavarde25075        4.17
Vardas25078         Pavarde25078        4.24
Vardas25079         Pavarde25079        4.12
Vardas25080         Pavarde25080        3.03
Vardas25081         Pavarde25081        4.75
Vardas25082         Pavarde25082        3.25
Vardas25083         Pavarde25083        4.93
Vardas25086         Pavarde25086        4.27
Vardas25090         Pavarde25090        4.24
Vardas25092         Pavarde25092        4.47
Vardas25093         Pavarde25093        3.73
Vardas25094         Pavarde25094        4.57
Vardas25096         Pavarde25096        3.76
Vardas25098         Pavarde25098        3.96
Vardas25099         Pavarde25099        2.65
Vardas25100         Pavarde25100        3.39
Vardas25101         Pavarde25101        4.41
Vardas25104         Pavarde25104        3.99
Vardas25106         Pavarde25106        2.76
Vardas25110         Pavarde25110        4.79
Vardas25115         Pavarde25115        3.65
Vardas25124         Pavarde25124        4.80
Vardas25126         Pavarde25126        2.55
Vardas25127         Pavarde25127        3.68
Vardas25132         Pavarde25132        3.44
Vardas25134         Pavarde25134        2.76
Vardas25135         Pavarde25135        3.29
Vardas25136         Pavarde25136        4.07
Vardas25137         Pavarde25137        2.71
Vardas25140         Pavarde25140        3.28
Vardas25142         Pavarde25142        2.99
Vardas25148         Pavarde25148        4.24
Vardas25154         Pavarde25154        3.93
Vardas25155         Pavarde25155        3.33
Vardas25156         Pavarde25156        3.13
Vardas25158         Pavarde25158        4.23
Vardas25160         Pavarde25160        4.16
Vardas25161         Pavarde25161        3.40
Vardas25162         Pavarde25162        3.89
Vardas25163         Pavarde25163        3.45
Vardas25164         Pavarde25164        3.51
Vardas25165         Pavarde25165        3.76
Vardas25166         Pavarde25166        4.87
Vardas25167         Pavarde25167        2.63
Vardas25169         Pavarde25169        2.60
Vardas25170         Pavarde25170        3.05
Vardas25171         Pavarde25171        4.92
Vardas25173         Pavarde25173        2.57
Vardas25175         Pavarde25175        4.75
Vardas25180         Pavarde25180        3.11
Vardas25182         Pavarde25182        2.71
Vardas25184         Pavarde25184        3.15
Vardas25186         Pavarde25186        3.87
Vardas25187         Pavarde25187        4.43
Vardas25191         Pavarde25191        4.72
Vardas25197         Pavarde25197        4.87
Vardas25204         Pavarde25204        3.07
Vardas25207         Pavarde25207        2.87
Vardas25208         Pavarde25208        2.92
Vardas25212         Pavarde25212        2.36
Vardas25216         Pavarde25216        2.41
Vardas25218         Pavarde25218        3.91
Vardas25219         Pavarde25219        4.07
Vardas25220         Pavarde25220        4.08
Vardas25221         Pavarde25221        2.95
Vardas25224         Pavarde25224        4.37
Vardas25226         Pavarde25226        3.88
Vardas25229         Pavarde25229        4.77
Vardas25236         Pavarde25236        2.81
Vardas25238         Pavarde25238        3.61
Vardas25241         Pavarde25241        2.95
Vardas25242         Pavarde25242        2.60
Vardas25244         Pavarde25244        3.33
Vardas25245         Pavarde25245        3.21
Vardas25247         Pavarde25247        4.88
Vardas25249         Pavarde25249        4.56
Vardas25251         Pavarde25251        4.53
